image,psnr,ssim,lpips,niqe
result_0.png,15.326593399047852,0.6765934824943542,0.37502479553222656,4.059297299741235
result_1.png,17.074073791503906,0.7787867784500122,0.2442695051431656,4.586911151895403
result_2.png,14.226133346557617,0.7637540102005005,0.3610438108444214,4.249894221592199
result_3.png,24.33558464050293,0.9199230670928955,0.05472355708479881,3.9556963848341002
result_4.png,12.264951705932617,0.6724230647087097,0.2806752026081085,3.627477300992752
result_5.png,14.433422088623047,0.5951498746871948,0.38716310262680054,5.207799286756097
result_6.png,17.861501693725586,0.8166542053222656,0.16385655105113983,5.76325399696095
result_7.png,20.783790588378906,0.71856689453125,0.31486955285072327,3.941303536712038
result_8.png,17.10554313659668,0.7596792578697205,0.25905096530914307,4.15495683282
result_9.png,15.883285522460938,0.6458857655525208,0.5063701868057251,5.055214461351985
result_10.png,17.31299591064453,0.7693507075309753,0.3382992148399353,2.9448122517357826
result_11.png,11.798261642456055,0.5165590643882751,0.294172465801239,3.5049860014606877
result_12.png,17.233043670654297,0.8690214157104492,0.18314479291439056,3.161244534330282
result_13.png,12.377127647399902,0.5844097137451172,0.3460714817047119,6.3805677059820205
result_14.png,10.392714500427246,0.49974146485328674,0.5054271221160889,3.4019983610330606
result_15.png,20.130706787109375,0.8053687810897827,0.21038758754730225,6.043882775929105
result_16.png,20.83803367614746,0.8990013003349304,0.1990429311990738,5.537621358375277
result_17.png,11.273004531860352,0.5328635573387146,0.4188636541366577,4.5425162531339245
result_18.png,16.39061737060547,0.6896628141403198,0.2459331750869751,3.389350639549369
result_19.png,10.775078773498535,0.5941664576530457,0.35388484597206116,3.7303580823516933
result_20.png,20.04883575439453,0.8646705746650696,0.14735011756420135,4.011508044317944
result_21.png,23.70470428466797,0.8408038020133972,0.21670418977737427,3.735642442473521
result_22.png,20.08316993713379,0.7177031636238098,0.37463563680648804,3.2929456283708594
result_23.png,18.48262596130371,0.8208286166191101,0.2406146079301834,3.8247235362095076
result_24.png,13.726639747619629,0.6523704528808594,0.36607787013053894,3.9097611105529864
result_25.png,21.331829071044922,0.8301559686660767,0.16542422771453857,2.7266859825175933
result_26.png,18.34204864501953,0.833129346370697,0.22822962701320648,5.661899293688955
result_27.png,21.527122497558594,0.9001350998878479,0.1679920107126236,5.199895923941518
result_28.png,17.70501708984375,0.8376243710517883,0.2992483377456665,5.413773009815069
result_29.png,22.549457550048828,0.8425644040107727,0.23525609076023102,3.147177516211075
result_30.png,16.356103897094727,0.5828037261962891,0.2741343080997467,4.12061467895764
result_31.png,17.936214447021484,0.7970401644706726,0.27858635783195496,4.149802299311024
result_32.png,16.25412368774414,0.6813851594924927,0.5212154388427734,3.6475710604138505
result_33.png,12.35501766204834,0.4168854355812073,0.4334603250026703,3.5344534613763674
result_34.png,14.327372550964355,0.7195460796356201,0.2952808439731598,4.0985139227601
result_35.png,19.079076766967773,0.6721410155296326,0.1846383661031723,4.376786016448977
result_36.png,21.127912521362305,0.7986434102058411,0.2223120629787445,6.64505718300145
result_37.png,16.834674835205078,0.7994848489761353,0.2450525015592575,3.5412082149438193
result_38.png,14.172248840332031,0.8012896180152893,0.29530155658721924,5.612358707138755
result_39.png,18.256763458251953,0.6690968871116638,0.3175807595252991,2.8350766374353005
result_40.png,12.697721481323242,0.6058750748634338,0.3103645443916321,3.611162969961561
result_41.png,17.83831787109375,0.8585397005081177,0.12438317388296127,5.044420196175663
result_42.png,23.390098571777344,0.9364981651306152,0.08423006534576416,3.536921569815782
result_43.png,18.907926559448242,0.7488930225372314,0.23462799191474915,4.222815174877861
result_44.png,16.91132926940918,0.8110935688018799,0.1484369933605194,3.5912533716986843
result_45.png,16.33216094970703,0.7647461891174316,0.22287973761558533,4.483075663938606
result_46.png,20.278989791870117,0.7988808751106262,0.21585117280483246,4.161220100744542
result_47.png,13.463991165161133,0.4472026526927948,0.3743252158164978,4.925319759704559
result_48.png,12.719291687011719,0.40098536014556885,0.44040149450302124,7.123541111762231
result_49.png,15.260261535644531,0.7447805404663086,0.3705129325389862,3.3452927129736105
result_50.png,13.349857330322266,0.6430385112762451,0.3217788338661194,4.327504918493234
result_51.png,17.05584144592285,0.7501692771911621,0.3147333562374115,5.351742304277551
result_52.png,15.009261131286621,0.702142596244812,0.25744643807411194,3.2308770220016036
result_53.png,13.139606475830078,0.6707955002784729,0.32052260637283325,3.4814449176125515
result_54.png,11.536506652832031,0.5175374150276184,0.3927150368690491,4.26670949443439
result_55.png,24.68840789794922,0.9151020050048828,0.11637234687805176,2.8573847493140634
result_56.png,16.955421447753906,0.7621123194694519,0.18990865349769592,3.954414100788906
result_57.png,17.836606979370117,0.5402190685272217,0.37489593029022217,3.2522884987624106
result_58.png,21.83119773864746,0.9515041708946228,0.12350316345691681,5.640760617791255
result_59.png,13.063676834106445,0.4927617609500885,0.4778451919555664,5.062641309685696
result_60.png,16.419296264648438,0.6436418890953064,0.20557360351085663,3.306899256089816
result_61.png,14.026039123535156,0.5726195573806763,0.4736524820327759,3.346028964942145
result_62.png,23.80718421936035,0.930391788482666,0.10566729307174683,3.434228143345913
result_63.png,15.612703323364258,0.7677390575408936,0.24386516213417053,5.304344103791714
