image,psnr,ssim,lpips,niqe
result_0.png,31.674955368041992,0.8867852687835693,0.07292942702770233,4.821164403720684
result_1.png,29.439617156982422,0.8490345478057861,0.07954374700784683,4.706035097189029
result_2.png,28.654996871948242,0.8955878615379333,0.08755841851234436,3.366562058342531
result_3.png,29.341156005859375,0.9027279615402222,0.07187654078006744,3.3214744798755134
result_4.png,28.683338165283203,0.8869218826293945,0.08089988678693771,3.6105276187904183
result_5.png,28.82642364501953,0.8876272439956665,0.0819297581911087,3.764930595710152
result_6.png,26.49815559387207,0.8558271527290344,0.161421000957489,3.6583667819594
result_7.png,26.382463455200195,0.8520644903182983,0.16368132829666138,3.6778737415630407
result_8.png,29.992094039916992,0.9018003344535828,0.1405894160270691,3.9522974656988277
result_9.png,28.90627098083496,0.8798873424530029,0.14862969517707825,4.130960796454733
result_10.png,26.710195541381836,0.8391406536102295,0.06509418785572052,4.698966660583984
result_11.png,27.040283203125,0.8485981225967407,0.06262931227684021,4.643566799974531
result_12.png,27.209121704101562,0.8748523592948914,0.15306438505649567,3.4913947580305584
result_13.png,27.144567489624023,0.8744972348213196,0.15066128969192505,3.5257156479419423
result_14.png,27.20660400390625,0.8738656640052795,0.15317219495773315,3.538356297723036
result_15.png,30.499208450317383,0.8679010272026062,0.18159231543540955,4.4057017969122425
result_16.png,28.787202835083008,0.8666977286338806,0.18470212817192078,4.415920763949409
result_17.png,30.357906341552734,0.8681327104568481,0.1758505403995514,4.62697373439866
result_18.png,27.62261199951172,0.8792579174041748,0.10857219249010086,3.9352295761679517
result_19.png,27.722793579101562,0.8826844096183777,0.10451865196228027,3.9349237009443048
result_20.png,33.81169891357422,0.948037326335907,0.05953018367290497,5.17275798725287
result_21.png,33.84538269042969,0.9484979510307312,0.05873371660709381,5.144843885874048
result_22.png,34.23179626464844,0.9557910561561584,0.031924184411764145,5.394918112413126
result_23.png,34.15778732299805,0.9548665285110474,0.03366423398256302,5.514363335459031
result_24.png,30.493892669677734,0.9111266732215881,0.047624602913856506,2.825116735830289
result_25.png,30.643043518066406,0.9136765003204346,0.04675893113017082,2.7176918369692373
result_26.png,29.97783851623535,0.933265209197998,0.05009646341204643,3.991473239736453
result_27.png,29.956798553466797,0.8861218690872192,0.146477609872818,4.329638010826743
result_28.png,27.32940673828125,0.9201281070709229,0.06411869823932648,3.474167266545589
result_29.png,27.573013305664062,0.9250281453132629,0.06199800968170166,3.405632268497466
result_30.png,32.49168395996094,0.9260944724082947,0.07184896618127823,3.0022954317079007
result_31.png,32.677894592285156,0.9277181625366211,0.06811071187257767,3.1481398980875297
result_32.png,33.391231536865234,0.9429768919944763,0.034935783594846725,3.2607184039771515
result_33.png,33.293338775634766,0.9408767223358154,0.04030095040798187,3.06813328470166
result_34.png,29.61954116821289,0.8361985087394714,0.1374334841966629,3.409430894869021
result_35.png,30.24207305908203,0.8607197999954224,0.123183973133564,3.3328937347031755
result_36.png,30.746660232543945,0.926828145980835,0.06719847768545151,4.433524819735815
result_37.png,31.759708404541016,0.9307922124862671,0.05308682471513748,4.4641798353845425
result_38.png,28.872760772705078,0.8648061156272888,0.07865718007087708,4.4485914798515225
result_39.png,24.442058563232422,0.9418785572052002,0.06285479664802551,4.9964496492993495
result_40.png,25.02668571472168,0.9470918774604797,0.05312427878379822,4.811259360471801
result_41.png,31.268308639526367,0.9293933510780334,0.0631912425160408,3.422416818440043
result_42.png,33.054317474365234,0.9334155321121216,0.04625929892063141,3.502160428494165
result_43.png,32.2917594909668,0.9384356141090393,0.04118999093770981,3.4338577194439677
result_44.png,32.10756301879883,0.9384708404541016,0.04069279134273529,3.582575039315339
result_45.png,28.26093864440918,0.8703640699386597,0.051888249814510345,2.628969241150153
result_46.png,28.963607788085938,0.8855588436126709,0.04853159189224243,2.6528880611942687
result_47.png,30.213397979736328,0.8991498351097107,0.10205601900815964,4.045225884123478
result_48.png,32.6945915222168,0.9109323024749756,0.07134764641523361,3.9221962405731046
result_49.png,25.168739318847656,0.8676738142967224,0.17469510436058044,3.952422401041802
result_50.png,25.105499267578125,0.8653441667556763,0.1815328299999237,3.6904444438763546
result_51.png,34.13800048828125,0.9028949737548828,0.07105914503335953,5.324523760828496
result_52.png,28.724557876586914,0.8472803831100464,0.1874999701976776,4.945988171354855
result_53.png,28.86374282836914,0.9161092042922974,0.07673860341310501,3.802906642938227
result_54.png,29.873912811279297,0.8940272927284241,0.1111912950873375,3.5422413581384036
result_55.png,25.491226196289062,0.8460696339607239,0.12392546981573105,4.757181920885776
result_56.png,25.240345001220703,0.8345878720283508,0.121851347386837,4.578944500333439
result_57.png,31.553335189819336,0.9161370992660522,0.06449388712644577,3.3937582612544395
result_58.png,32.582725524902344,0.9264061450958252,0.05739256739616394,3.6610058908037275
result_59.png,27.914337158203125,0.8937534689903259,0.1780751496553421,4.1184743724787385
result_60.png,29.61725616455078,0.8825526237487793,0.11943018436431885,4.010219280896764
result_61.png,28.955005645751953,0.902893602848053,0.12151284515857697,4.748785326348587
result_62.png,26.684818267822266,0.8914295434951782,0.16681809723377228,4.482148020713567
result_63.png,30.987289428710938,0.9111301898956299,0.12728632986545563,5.032055342626819
result_64.png,31.025362014770508,0.912329375743866,0.1295381337404251,4.803448435070659
result_65.png,29.123245239257812,0.8739083409309387,0.21242797374725342,4.840266122832895
result_66.png,29.05290985107422,0.8682397603988647,0.21470046043395996,4.7661521954540325
result_67.png,29.035465240478516,0.8823652863502502,0.1758269965648651,4.681461366313205
result_68.png,31.020681381225586,0.8843898773193359,0.1259598284959793,4.322026356743243
result_69.png,27.747577667236328,0.8624897599220276,0.08903343230485916,5.107799931995054
result_70.png,30.066158294677734,0.9043712019920349,0.06386972218751907,4.878447536430794
result_71.png,29.09938621520996,0.9321703910827637,0.08978667855262756,4.434806257623453
result_72.png,29.350130081176758,0.9325338006019592,0.08749956637620926,4.6353474129296295
result_73.png,31.80173683166504,0.9108385443687439,0.13715024292469025,7.830722366736383
result_74.png,33.70985412597656,0.922514796257019,0.11188063025474548,8.137806933960588
result_75.png,26.193889617919922,0.8689026236534119,0.09540698677301407,4.7704495529566024
result_76.png,26.74576187133789,0.8824453353881836,0.0900474488735199,4.657922728669711
result_77.png,22.054168701171875,0.7812315821647644,0.2343769073486328,4.959572058832815
result_78.png,24.080078125,0.793904185295105,0.2303844690322876,5.259012539890234
result_79.png,23.73931884765625,0.8884149193763733,0.16879379749298096,4.8475957747769165
result_80.png,23.726871490478516,0.8870168328285217,0.1754574030637741,4.9758187968138605
result_81.png,26.46043586730957,0.7017012238502502,0.06483777612447739,5.3047546057349315
result_82.png,28.332733154296875,0.8045648336410522,0.06790531426668167,5.323223923307561
result_83.png,31.34622573852539,0.9096814393997192,0.12967458367347717,4.6269803413630735
result_84.png,29.52583122253418,0.9067980051040649,0.14138270914554596,4.959797968685812
result_85.png,29.376296997070312,0.8767306804656982,0.07500100135803223,3.0577695454379072
result_86.png,28.742292404174805,0.8737131953239441,0.07879951596260071,2.9774250996364975
result_87.png,26.22391700744629,0.8134430050849915,0.15298493206501007,3.1513955958771436
result_88.png,26.7300968170166,0.8263076543807983,0.1467234343290329,3.0123630262415118
result_89.png,25.06177520751953,0.8761818408966064,0.11267106235027313,4.8761202442996705
result_90.png,25.047780990600586,0.8762038350105286,0.1130153238773346,4.976754966407579
result_91.png,27.498966217041016,0.872340738773346,0.07420743256807327,4.004027914036194
result_92.png,28.747833251953125,0.8971470594406128,0.06749404966831207,3.9884254785587245
result_93.png,28.534700393676758,0.895828127861023,0.06657266616821289,4.078813544521506
result_94.png,25.92095184326172,0.8085352778434753,0.1679615080356598,3.3928277363792683
result_95.png,25.719406127929688,0.7986702919006348,0.1683354675769806,3.3845920897288817
result_96.png,26.077186584472656,0.812938392162323,0.16968733072280884,3.429491754295762
result_97.png,27.91372299194336,0.7995336651802063,0.21799378097057343,2.938227979927677
result_98.png,27.821868896484375,0.797341525554657,0.2263225018978119,3.0108315977419333
